timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Mag X,Mag Y,Mag Z
1665258581184,-266,212,199,64,-68,2078,506,3293,-4957
1665258581216,-266,212,199,28,9,2323,506,3293,-4957
1665258581218,-266,212,199,28,9,2323,506,3293,-4957
1665258581218,-238,191,207,7,64,2481,506,3293,-4957
1665258581218,-238,191,207,7,320,2531,812,3336,-4972
1665258581218,-238,191,207,4,99,2531,812,3336,-4972
1665258581218,-222,180,216,-5,94,2530,812,3336,-4972
1665258581234,-214,180,216,-5,94,2530,812,3336,-4972
1665258581236,-214,180,216,-1,28,2433,812,3336,-4972
1665258581236,-214,180,216,-1,28,2433,812,3336,-4972
1665258581251,-186,167,219,10,-36,2247,812,3336,-4972
1665258581254,-186,167,219,10,-36,2247,812,3336,-4972
1665258581255,-186,167,219,24,-118,2011,812,3336,-4972
1665258581268,-186,167,219,34,-202,1773,812,3336,-4972
1665258581270,-186,174,217,34,-202,1773,812,3336,-4972
1665258581270,-186,174,217,53,-257,1597,812,3336,-4972
1665258581285,-186,174,217,53,-257,1597,812,3336,-4972
1665258581287,-202,191,209,56,-280,1528,812,3336,-4972
1665258581287,-202,191,209,56,-280,1528,812,3336,-4972
1665258581305,-202,191,209,57,-290,1555,812,3336,-4972
1665258581307,-202,191,209,57,-290,1555,812,3336,-4972
1665258581307,-209,198,206,55,-274,1635,812,3336,-4972
1665258581307,-209,198,206,52,-224,1733,1172,3384,-4965
1665258581331,-209,198,206,52,-224,1733,1172,3384,-4965
1665258581335,-212,204,204,54,-167,1876,1172,3384,-4965
1665258581335,-212,204,204,54,-167,1876,1172,3384,-4965
1665258581335,-212,204,204,42,-68,2092,1172,3384,-4965
1665258581336,-212,204,204,42,-68,2092,1172,3384,-4965
1665258581352,-204,199,207,33,16,2320,1172,3384,-4965
1665258581354,-204,199,207,33,16,2320,1172,3384,-4965
1665258581354,-204,199,207,38,75,2507,1172,3384,-4965
1665258581354,-204,199,219,11,149,2609,1172,3384,-4965
1665258581368,-166,172,219,11,149,2609,1172,3384,-4965
1665258581370,-166,172,219,13,111,2535,1172,3384,-4965
1665258581370,-166,172,219,13,111,2535,1172,3384,-4965
1665258581385,-153,167,220,31,92,2396,1172,3384,-4965
1665258581387,-153,167,220,31,92,2396,1172,3384,-4965
1665258581387,-153,167,220,21,50,2303,1172,3384,-4965
1665258581415,-153,167,220,21,50,2253,1172,3384,-4965
1665258581419,-155,174,217,22,-52,2253,1172,3384,-4965
1665258581419,-155,174,217,36,-47,2235,1172,3384,-4965
1665258581419,-155,174,217,36,-47,2235,1590,3354,-4906
1665258581419,-151,174,217,39,-9,2266,1590,3354,-4906
1665258581419,-151,174,217,39,-9,2266,1590,3354,-4906
1665258581438,-151,174,217,32,-8,2312,1590,3354,-4906
1665258581440,-151,174,217,32,-8,2312,1590,3354,-4906
1665258581440,-152,180,215,36,21,2353,1590,3354,-4906
1665258581440,-152,180,215,28,104,2506,1590,3354,-4906
1665258581459,-152,180,215,28,104,2506,1590,3354,-4906
1665258581460,-122,156,226,14,122,2583,1590,3354,-4906
1665258581460,-122,156,226,14,122,2583,1590,3354,-4906
1665258581481,-122,156,226,41,94,2512,1590,3354,-4906
1665258581482,-122,156,226,41,94,2512,1590,3354,-4906
1665258581482,-117,155,226,45,126,2443,1590,3354,-4906
1665258581482,-117,155,226,45,126,2443,1590,3354,-4906
1665258581500,-117,155,226,29,81,2428,1590,3354,-4906
1665258581502,-117,155,226,36,9,2403,1590,3354,-4906
1665258581502,-103,145,228,36,9,2403,1590,3354,-4906
1665258581502,-103,145,228,43,24,2317,1590,3354,-4906
1665258581517,-103,145,228,43,24,2317,2070,3278,-4779
1665258581519,-97,143,230,47,-4,2214,2070,3278,-4779
1665258581519,-97,143,230,47,-4,2214,2070,3278,-4779
1665258581532,-97,143,230,47,-46,2151,2070,3278,-4779
1665258581534,-97,143,230,47,-46,2151,2070,3278,-4779
1665258581534,-93,143,231,47,-59,2097,2070,3278,-4779
1665258581554,-93,143,231,62,-71,2069,2070,3278,-4779
1665258581556,-93,143,231,62,-71,2069,2070,3278,-4779
1665258581556,-96,143,229,59,-58,2088,2070,3278,-4779
1665258581556,-96,143,229,59,-58,2088,2070,3278,-4779
1665258581577,-96,143,229,72,-58,2133,2070,3278,-4779
1665258581580,-96,143,229,72,-58,2133,2070,3278,-4779
1665258581580,-107,152,227,78,-23,2235,2070,3278,-4779
1665258581580,-107,152,227,78,66,2441,2070,3278,-4779
1665258581594,-107,152,227,97,66,2441,2070,3278,-4779
