timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Mag X,Mag Y,Mag Z
1665258261095,2,-3,263,187,-775,-162,3438,2168,-4959
1665258261097,2,-3,263,188,-773,-162,3438,2168,-4959
1665258261097,2,-3,263,188,-773,-162,3438,2168,-4959
1665258261117,1,-3,263,186,-775,-162,3438,2168,-4959
1665258261118,1,-3,263,186,-780,-164,3438,2168,-4959
1665258261118,1,-3,263,186,-780,-164,3438,2168,-4959
1665258261118,2,-2,264,184,-775,-163,3438,2168,-4959
1665258261130,2,-2,264,184,-775,-163,3438,2168,-4959
1665258261132,2,-2,264,185,-773,-164,3438,2168,-4959
1665258261132,2,-2,264,185,-773,-164,3438,2168,-4959
1665258261145,3,-2,264,182,-767,-165,3438,2168,-4959
1665258261147,3,-2,264,182,-767,-165,3438,2168,-4959
1665258261172,3,-2,264,183,-772,-166,3438,2145,-4929
1665258261174,3,-2,264,179,-771,-164,3438,2145,-4929
1665258261174,3,-2,265,179,-771,-164,3438,2145,-4929
1665258261174,3,-2,265,182,-779,-166,3438,2145,-4929
1665258261174,3,-2,265,182,-779,-166,3438,2145,-4929
1665258261194,2,-2,263,184,-776,-167,3438,2145,-4929
1665258261196,2,-2,263,184,-776,-167,3438,2145,-4929
1665258261196,2,-2,263,183,-774,-165,3438,2145,-4929
1665258261196,2,-2,263,183,-774,-165,3438,2145,-4929
1665258261214,2,-2,263,186,-775,-166,3438,2145,-4929
1665258261217,2,-2,263,179,-770,-165,3438,2145,-4929
1665258261217,2,-2,263,179,-770,-165,3438,2145,-4929
1665258261217,2,-3,263,183,-773,-167,3438,2145,-4929
1665258261229,2,-3,263,183,-773,-167,3438,2145,-4929
1665258261231,2,-3,263,162,-774,-154,3438,2145,-4929
1665258261231,2,-3,263,162,-774,-154,3438,2145,-4929
1665258261244,3,-3,264,135,-786,-136,3438,2145,-4929
1665258261246,3,-3,264,135,-786,-149,3438,2145,-4929
1665258261246,3,-3,264,156,-793,-149,3455,2150,-4948
1665258261260,3,-3,265,137,-763,-146,3455,2150,-4948
1665258261262,3,-3,265,137,-763,-146,3455,2150,-4948
1665258261262,3,-3,265,163,-789,-155,3455,2150,-4948
1665258261280,3,-3,265,163,-789,-155,3455,2150,-4948
1665258261283,3,-5,265,161,-774,-151,3455,2150,-4948
1665258261283,3,-5,265,161,-774,-151,3455,2150,-4948
1665258261307,3,-5,265,162,-785,-156,3455,2150,-4948
1665258261310,3,-5,265,159,-768,-161,3455,2150,-4948
1665258261310,2,-1,263,159,-768,-161,3455,2150,-4948
1665258261310,2,-1,263,163,-777,-163,3455,2150,-4948
1665258261310,2,-1,263,163,-777,-163,3455,2150,-4948
1665258261325,2,-4,263,168,-770,-163,3455,2150,-4948
1665258261326,2,-4,263,168,-770,-163,3455,2150,-4948
1665258261326,2,-4,263,178,-770,-160,3455,2150,-4948
1665258261341,2,-4,263,178,-770,-160,3455,2150,-4948
1665258261342,3,-5,265,192,-768,-158,3455,2150,-4948
1665258261342,3,-5,265,197,-764,-156,3455,2150,-4948
1665258261357,3,-5,265,197,-764,-156,3455,2150,-4948
1665258261360,4,-3,264,197,-761,-160,3402,2151,-4974
1665258261360,4,-3,264,197,-761,-160,3402,2151,-4974
1665258261360,4,-3,264,197,-763,-163,3402,2151,-4974
1665258261377,4,-3,264,197,-763,-163,3402,2151,-4974
1665258261380,2,-1,264,190,-777,-162,3402,2151,-4974
1665258261380,2,-1,264,190,-777,-162,3402,2151,-4974
1665258261404,2,-1,264,193,-776,-161,3402,2151,-4974
1665258261407,2,-1,264,180,-757,-159,3402,2151,-4974
1665258261407,3,-2,264,180,-757,-159,3402,2151,-4974
1665258261407,3,-2,264,182,-766,-162,3402,2151,-4974
1665258261407,3,-2,264,182,-766,-162,3402,2151,-4974
1665258261421,2,-1,265,174,-761,-160,3402,2151,-4974
1665258261422,2,-1,265,174,-761,-160,3402,2151,-4974
1665258261422,2,-1,265,162,-782,-157,3402,2151,-4974
1665258261439,2,-1,265,162,-788,-159,3402,2151,-4974
1665258261441,2,0,264,155,-788,-159,3402,2151,-4974
1665258261441,2,0,264,161,-778,-159,3402,2151,-4974
1665258261456,2,0,264,161,-778,-159,3402,2151,-4974
1665258261457,1,0,264,169,-765,-162,3433,2162,-4910
1665258261458,1,0,264,169,-765,-162,3433,2162,-4910
1665258261477,1,0,264,172,-763,-162,3433,2162,-4910
1665258261478,1,0,264,172,-763,-162,3433,2162,-4910
1665258261479,3,-4,264,169,-773,-161,3433,2162,-4910
1665258261479,3,-4,264,168,-780,-159,3433,2162,-4910
1665258261500,3,-4,264,168,-780,-159,3433,2162,-4910
1665258261503,2,-2,262,159,-780,-157,3433,2162,-4910
1665258261503,2,-2,262,159,-780,-157,3433,2162,-4910
1665258261503,2,-2,262,150,-788,-157,3433,2162,-4910
1665258261503,2,-2,262,150,-788,-157,3433,2162,-4910
1665258261519,3,-3,264,142,-777,-157,3433,2162,-4910
1665258261520,3,-3,264,142,-777,-157,3433,2162,-4910
1665258261520,3,-3,264,141,-778,-156,3433,2162,-4910
1665258261539,3,-3,264,136,-770,-156,3433,2162,-4910
1665258261541,3,-5,264,136,-770,-156,3433,2162,-4910
1665258261541,3,-5,264,140,-780,-157,3433,2162,-4910
1665258261541,3,-5,264,140,-780,-157,3433,2162,-4910
1665258261556,3,-2,264,144,-776,-157,3433,2162,-4910
1665258261557,3,-2,264,144,-776,-157,3435,2167,-4868
1665258261557,3,-2,264,145,-787,-156,3435,2167,-4868
1665258261575,3,-2,264,145,-787,-156,3435,2167,-4868
1665258261577,3,-3,263,142,-779,-158,3435,2167,-4868
1665258261577,3,-3,263,132,-775,-155,3435,2167,-4868
1665258261578,3,-3,263,132,-775,-155,3435,2167,-4868
1665258261604,3,-5,265,134,-777,-157,3435,2167,-4868
1665258261605,3,-5,265,134,-777,-157,3435,2167,-4868
1665258261605,3,-5,265,137,-780,-154,3435,2167,-4868
1665258261605,3,-5,265,137,-780,-154,3435,2167,-4868
1665258261606,3,-2,263,147,-781,-156,3435,2167,-4868
1665258261629,3,-2,263,147,-776,-160,3435,2167,-4868
1665258261631,3,-2,263,157,-776,-160,3435,2167,-4868
1665258261631,2,0,264,155,-771,-160,3435,2167,-4868
1665258261631,2,0,264,155,-771,-160,3435,2167,-4868
1665258261655,2,0,264,156,-779,-161,3435,2167,-4868
1665258261657,2,0,264,156,-779,-161,3435,2167,-4868
1665258261657,2,-2,264,152,-788,-158,3435,2167,-4868
1665258261657,2,-2,264,152,-788,-158,3430,2197,-4895
1665258261657,2,-2,264,149,-784,-159,3430,2197,-4895
1665258261673,2,-2,264,142,-780,-159,3430,2197,-4895
1665258261675,2,-1,263,142,-780,-159,3430,2197,-4895
1665258261675,2,-1,263,142,-781,-159,3430,2197,-4895
1665258261675,2,-1,263,142,-781,-159,3430,2197,-4895
1665258261694,2,-1,264,149,-769,-158,3430,2197,-4895
1665258261696,2,-1,264,149,-769,-158,3430,2197,-4895
